rail_id	run_accession	sample_accession	experiment_accession	study_accession	submission_accession	sra_ID	run_ID	run_alias	run_date	updated_date	spots	bases	run_center	experiment_name	run_attribute	experiment_ID	experiment_alias	experiment_title	study_name	sample_name	design_description	library_name	library_strategy	library_source	library_selection	library_layout	library_construction_protocol	read_spec	platform	instrument_model	platform_parameters	experiment_url_link	experiment_attribute	sample_ID	sample_alias	taxon_id	common_name	description	sample_url_link	sample_attribute	study_ID	study_alias	study_title	study_type	study_abstract	center_project_name	study_description	study_url_link	study_attribute	related_studies	primary_study	submission_ID	submission_comment	submission_center	submission_lab	submission_date	sradb_updated	layout	cell_type	tissue	cell_line	strain	age	disease	population	sex	source_name	project	sample	experiment	run	read_count_as_reported_by_sra	reads_downloaded	proportion_of_reads_reported_by_sra_downloaded	paired_end	sra_misreported_paired_end	mapped_read_count	auc	sharq_beta_tissue	sharq_beta_cell_type	biosample_submission_date	biosample_publication_date	biosample_update_date	avg_read_length	geo_accession	bigwig_file	title	characteristics	junction_count	junction_coverage	junction_avg_coverage
40633	SRR2313112	SRS1060781	SRX1210958	SRP063493	SRA296861	2557095	2225713	GSM1872100_r1	NA	2015-09-11	39451552	7101279360	NA	GSM1872100	NA	1944692	GSM1872100	GSM1872100: AsPC1 #2; Homo sapiens; RNA-Seq	GSE72790	NA	NA	NA	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED -	Total RNA was harvested and Poly A selected RNA libraries were prepared for sequencing using standard Illumina protocols	NA	ILLUMINA	Illumina HiSeq 2000	INSTRUMENT_MODEL: Illumina HiSeq 2000	NA	GEO Accession: GSM1872100	1662751	GSM1872100	9606	NA	NA	NA	source_name: Pancreas || biomaterial_provider: American Type Culture Collection || cell line: AsPC1	68837	GSE72790	Cancer associated SF3B1 hotspot mutations induce cryptic 3' splice site selection through use of a different branch point	Other	Recurrent mutations in the spliceosome are observed in several human cancers but their functional and therapeutic significance remain elusive. SF3B1, the most frequently mutated component of the spliceosome in cancer, is involved in the recognition of the branch point sequence (BPS) during selection of the 3Ã¢â‚¬â„¢ splice site (ss) in RNA splicing. Here, we report that common and tumor-specific splicing aberrations are induced by SF3B1 mutations and establish aberrant 3Ã¢â‚¬â„¢ ss selection as the most frequent splicing defect. Strikingly, mutant SF3B1 utilizes a BPS that differs from that used by wild-type SF3B1 and requires the canonical 3Ã¢â‚¬â„¢ ss to enable aberrant splicing during the second step. Approximately 50% of the aberrantly spliced mRNAs are subjected to nonsense-mediated decay resulting in downregulation of gene and protein expression. These findings ascribe functional significance to the consequences of SF3B1 mutations in cancer. Overall design: 72 samples, including two sets of patient data and cell lines with two additional technical replicates each	GSE72790	NA	NA	NA	NA	NA	491545	submission brokered by GEO	GEO	NA	NA	2018-02-15 18:13:00	PAIRED	NA	NA	ASPC1	NA	NA	NA	NA	NA	PANCREAS	SRP063493	SRS1060781	SRX1210958	SRR2313112	78903104	78903104	1	TRUE	FALSE	78265769	6998637070	NA	NA	2015-09-08T12:07:03.000	2015-09-09T01:26:58.247	2015-09-09T08:18:35.500	180	GSM1872100	SRR2313112.bw	AsPC1 #2	cell line: AsPC1	193742	8739114	45.106966997347
41133	SRR1660314	SRS750206	SRX765929	SRP050146	SRA204208	2195110	1871134	GSM1552795_r1	NA	2014-11-24	34148078	6829615600	NA	GSM1552795	NA	1619879	GSM1552795	GSM1552795: SF3B1 mutated sample 7; Homo sapiens; RNA-Seq	GSE63569	NA	NA	NA	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED -	Total RNA was extracted using Trizol reagent, DNase treated (Invitrogen) and purified using XP beads (Beckman Coulter). Purified DNase-treated total RNA (100ng) was processed using NEBNext Ultra directional mRNA Library prep (NEB) as per manufacturerÃ¢â‚¬â„¢s protocol for Illumina with two alterations: custom indexes were designed in-house and an additional purification step was performed using XP beads (Beckman Coulter) rather than size selection.	NA	ILLUMINA	Illumina HiSeq 2000	INSTRUMENT_MODEL: Illumina HiSeq 2000	GEO Sample GSM1552795: http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1552795	GEO Accession: GSM1552795	1362477	GSM1552795	9606	NA	NA	NA	source_name: CD34+ cells, MDS, SF3B1 mutated || cell type: bone marrow CD34+ cells || disease status: myelodysplastic syndromes (MDS) || mds subtype: RCMD-RS || sf3b1 status: mutated	58098	GSE63569	RNA sequencing of bone marrow CD34+ cells from myelodysplastic syndrome patients with and without SF3B1 mutation and from healthy controls	Transcriptome Analysis	The splicing factor SF3B1 is the most commonly mutated gene in the myelodysplastic syndromes (MDS), particularly in patients with refractory anemia with ring sideroblasts (RARS). MDS is a disorder of the hematopoietic stem cell and we thus studied the transcriptome of CD34+ cells from MDS patients with SF3B1 mutations using RNA-sequencing. Genes significantly differentially expressed at the transcript and/or exon level in SF3B1 mutant compared to wildtype cases include genes involved in MDS pathogenesis (ASXL1, CBL), iron homeostasis and mitochondrial metabolism (ALAS2, ABCB7, SLC25A37) and RNA splicing/processing (PRPF8, HNRNPD). Many genes regulated by a DNA damage-induced BRCA1-BCLAF1-SF3B1 protein complex showed differential expression/splicing in SF3B1 mutant cases. Our data indicate that SF3B1 plays a critical role in MDS by affecting the expression and splicing of genes involved in specific cellular processes/pathways, many of which are relevant to the known RARS pathophysiology, suggesting a causal link. Overall design: RNA-Seq was performed to compare the transcriptome of bone marrow CD34+ cells from eight MDS patients with SF3B1 mutation, four MDS patients with no known splicing mutation and five healthy controls.	GSE63569	NA	NA	NA	NA	NA	435932	submission brokered by GEO	GEO	NA	NA	2018-02-15 18:13:00	PAIRED	BONE MARROW CD34+ CELLS	NA	NA	NA	NA	NA	NA	NA	CD34+ CELLS, MDS, SF3B1 MUTATED	SRP050146	SRS750206	SRX765929	SRR1660314	68296156	68296156	1	TRUE	FALSE	67469999	6652964370	NA	NA	2014-11-21T19:45:37.103	2014-11-22T00:44:04.510	2014-11-22T01:40:34.287	200	GSM1552795	SRR1660314.bw	SF3B1 mutated sample 7	c("cell type: bone marrow CD34+ cells", "disease status: myelodysplastic syndromes (MDS)", "mds subtype: RCMD-RS", "sf3b1 status: mutated")	228171	10529200	46.146092185247
41621	SRR1908918	SRS870974	SRX950583	SRP056033	SRA246169	2345916	2017056	GSM1630518_r1	NA	2015-03-12	46679990	9335998000	NA	GSM1630518	NA	1753889	GSM1630518	GSM1630518: Mel202 mut-SF3B1 KO plus Shld (2 days); Homo sapiens; RNA-Seq	GSE66719	NA	NA	NA	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED -	The gel-free protocol was employed for the TruSeq RNA Sample Prep Kit per manufacturerÃ¢â‚¬â„¢s specifications, and performed on the Beckman Coulter Biomek FXp robotics platform. The standard RNA fragmentation profile was used as recommended by Illumina (94 degrees Celsius for 8 minutes). The PCR-amplified RNA-seq library products were then quantified using the Advanced Analytical Fragment Analyzer Standard Sensitivity NGS Fragment Analysis Kit (catalog number DNF-479). The samples were diluted to 10 nanomolar in Qiagen Elution Buffer (Qiagen material number 1014609), denatured, and loaded at 2.75 picomolar on an Illumina HiSeq2500 in Rapid Run mode using TruSeq Rapid PE Cluster Kit  Ã¢â‚¬â€œ HS (catalog number PE-402-4001) and TruSeq Rapid SBS Kit Ã¢â‚¬â€œ HS (200 cycle) reagents (catalog number FC-402-4001). The RNA-seq libraries were sequenced at 100 base-pair paired-end with a 7-base-pair index using the standard Illumina primers. The sequence intensity files were generated on the instrument using the Illumina Real Time Analysis software. The intensity files were demultiplexed and fastq files created using the CASAVA 1.8.2 software suite.	NA	ILLUMINA	Illumina HiSeq 2500	INSTRUMENT_MODEL: Illumina HiSeq 2500	GEO Sample GSM1630518: http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1630518	GEO Accession: GSM1630518	1481466	GSM1630518	9606	NA	NA	NA	source_name: MEL202 cell line || clone: mut-SF3B1 KO (2 days) || treatment: plus Shld	62881	GSE66719	SF3B1 Degron knockdown RNA-seq	Transcriptome Analysis	Knockdown of mutant and/or wild-type SF3B1 in MEL202 cell line by Degron knock-in, followed by RNA-seq, to identify splicing events governed by mutant SF3B1. Overall design: Control: parental MEL202 cell line. Experiments: mutant-SF3B1 knockdown; wildtype-SF3B1 knockdown; mutant SF3B1 knockout. Treatments: each of these four conditions plus and minus shld.	GSE66719	NA	NA	NA	NA	NA	464671	submission brokered by GEO	GEO	NA	NA	2018-02-15 18:13:00	PAIRED	NA	NA	NA	NA	NA	NA	NA	NA	MEL202 CELL LINE	SRP056033	SRS870974	SRX950583	SRR1908918	93359980	93359980	1	TRUE	FALSE	92624429	9131512524	NA	NA	2015-03-10T07:00:48.820	2015-03-11T01:23:35.770	2015-03-11T01:27:52.980	200	GSM1630518	SRR1908918.bw	Mel202 mut-SF3B1 KO plus Shld (2 days)	c("clone: mut-SF3B1 KO (2 days)", "treatment: plus Shld")	254545	19782058	77.7153666345833
41680	SRR1105612	SRS527312	SRX423331	SRP033115	SRA111602	1839090	1529657	504-933	NA	2014-11-20	32200328	4765648544	NA	NA	NA	1335922	SF3B1 Sample 504-933	SF3B1 wildtype Sample 504-933	NA	NA	NA	504-933	RNA-Seq	TRANSCRIPTOMIC	other	PAIRED - NOMINAL_LENGTH: 276;	NA	READ_INDEX: 0; READ_CLASS: Application Read; READ_TYPE: Forward; BASE_COORD: 1 || READ_INDEX: 1; READ_CLASS: Application Read; READ_TYPE: Reverse; BASE_COORD: 75	ILLUMINA	Illumina HiSeq 2000	INSTRUMENT_MODEL: Illumina HiSeq 2000	NA	NA	1120488	504-933	9606	NA	NA	NA	anonymized_name: Sample_A20_0015 || body_site: Breast || sex: Female || SF3B1 K700E mutation status: Wildtype	42437	PRJNA229096	SF3B1 mutations in Breast Cancer	Transcriptome Analysis	SF3B1 mutations in Breast Cancer	Homo sapiens	NA	NA	NA	NA	NA	377895	SF3B1 mutation in breast cancer	Instutite of Cancer Research	NA	NA	2018-02-15 18:13:00	PAIRED	NA	NA	NA	NA	NA	NA	NA	F	NA	SRP033115	SRS527312	SRX423331	SRR1105612	64400656	64400656	1	TRUE	FALSE	56106313	3985823866	NA	NA	2013-11-19T06:52:07.533	2014-11-21T06:54:13.687	2014-11-21T06:54:13.687	148	NA	SRR1105612.bw	NA	NA	140426	1586967	11.3010909660604
42095	SRR1813231	SRS852594	SRX885686	SRP055411	SRA243950	2315596	1987229	GSM1616460_r1	NA	2015-09-03	103305644	15495846600	NA	GSM1616460	NA	1733899	GSM1616460	GSM1616460: Hyperactivated MYC and depleted BUD31, replicate 2; Homo sapiens; RNA-Seq	GSE66182	NA	NA	NA	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED -	Total RNA was isolated using the Rneasy kit (Qiagen). RNA samples were rRNA depleted, and RNA libraries were prepared for sequencing using standard Illumina protocols	NA	ILLUMINA	Illumina HiSeq 2000	INSTRUMENT_MODEL: Illumina HiSeq 2000	GEO Sample GSM1616460: http://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM1616460	GEO Accession: GSM1616460	1462604	GSM1616460	9606	NA	NA	NA	source_name: MYC-ER HMECs with dox-inducible shBUD31 || cell line: MYC-ER HMECs with dox-inducible shBUD31 (pINDUCER-shBUD31-3'UTR) || cell type: Immortalized mammary epithelial cell || passages: 10 || condition: Hyperactivated MYC and depleted BUD31	62425	GSE66182	Oncogenic MYC induces a dependency on the spliceosome in human cancer	Transcriptome Analysis	c-MYC (MYC) overexpression or hyperactivation is one of the most common drivers of human cancer. Despite intensive study, the MYC oncogene remains recalcitrant to therapeutic inhibition. Like other classic oncogenes, hyperactivation of MYC leads to collateral stresses onto cancer cells, suggesting that tumors harbor unique vulnerabilities arising from oncogenic activation of MYC. Herein, we discover the spliceosome as a new target of oncogenic stress in MYC-driven cancers. We identify BUD31 as a MYC-synthetic lethal gene, and demonstrate that BUD31 is a splicing factor required for the assembly and catalytic activity of the spliceosome. Core spliceosomal factors (SF3B1, U2AF1, and others) associate with BUD31 and are also required to tolerate oncogenic MYC. Notably, MYC hyperactivation induces an increase in total pre-mRNA synthesis, suggesting an increased burden on the core spliceosome to process pre-mRNA. In contrast to normal cells, partial inhibition of the spliceosome in MYC-hyperactivated cells leads to global intron retention, widespread defects in pre-mRNA maturation, and deregulation of many essential cell processes. Importantly, genetic or pharmacologic inhibition of the spliceosome in vivo impairs survival, tumorigenicity, and metastatic proclivity of MYC-dependent breast cancers. Collectively, these data suggest that oncogenic MYC confers a collateral stress on splicing and that components of the spliceosome may be therapeutic entry points for aggressive MYC-driven cancers. Overall design: Examination of intron rentention in MYC-ER HMECs, in 4 conditions	GSE66182	NA	NA	NA	NA	NA	463073	submission brokered by GEO	GEO	NA	NA	2018-02-15 18:13:00	PAIRED	IMMORTALIZED MAMMARY EPITHELIAL CELL	NA	MYC-ER HMECS WITH DOX-INDUCIBLE SHBUD31 (PINDUCER-SHBUD31-3'UTR)	NA	NA	NA	NA	NA	MYC-ER HMECS WITH DOX-INDUCIBLE SHBUD31	SRP055411	SRS852594	SRX885686	SRR1813231	206611288	206611288	1	TRUE	FALSE	202909058	14984373414	NA	NA	2015-02-23T07:05:51.920	2015-09-04T01:13:02.093	2015-09-04T01:14:35.570	150	GSM1616460	SRR1813231.bw	Hyperactivated MYC and depleted BUD31, replicate 2	c("cell line: MYC-ER HMECs with dox-inducible shBUD31 (pINDUCER-shBUD31-3'UTR)", "cell type: Immortalized mammary epithelial cell", "passages: 10", "condition: Hyperactivated MYC and depleted BUD31")	226757	19640676	86.6155223433014
42641	SRR2313114	SRS1060779	SRX1210960	SRP063493	SRA296861	2557100	2225715	GSM1872102_r1	NA	2015-09-11	39409579	7093724220	NA	GSM1872102	NA	1944694	GSM1872102	GSM1872102: Panc10.05 #1; Homo sapiens; RNA-Seq	GSE72790	NA	NA	NA	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED -	Total RNA was harvested and Poly A selected RNA libraries were prepared for sequencing using standard Illumina protocols	NA	ILLUMINA	Illumina HiSeq 2000	INSTRUMENT_MODEL: Illumina HiSeq 2000	NA	GEO Accession: GSM1872102	1662749	GSM1872102	9606	NA	NA	NA	source_name: Pancreas || biomaterial_provider: American Type Culture Collection || cell line: Panc10.05	68837	GSE72790	Cancer associated SF3B1 hotspot mutations induce cryptic 3' splice site selection through use of a different branch point	Other	Recurrent mutations in the spliceosome are observed in several human cancers but their functional and therapeutic significance remain elusive. SF3B1, the most frequently mutated component of the spliceosome in cancer, is involved in the recognition of the branch point sequence (BPS) during selection of the 3Ã¢â‚¬â„¢ splice site (ss) in RNA splicing. Here, we report that common and tumor-specific splicing aberrations are induced by SF3B1 mutations and establish aberrant 3Ã¢â‚¬â„¢ ss selection as the most frequent splicing defect. Strikingly, mutant SF3B1 utilizes a BPS that differs from that used by wild-type SF3B1 and requires the canonical 3Ã¢â‚¬â„¢ ss to enable aberrant splicing during the second step. Approximately 50% of the aberrantly spliced mRNAs are subjected to nonsense-mediated decay resulting in downregulation of gene and protein expression. These findings ascribe functional significance to the consequences of SF3B1 mutations in cancer. Overall design: 72 samples, including two sets of patient data and cell lines with two additional technical replicates each	GSE72790	NA	NA	NA	NA	NA	491545	submission brokered by GEO	GEO	NA	NA	2018-02-15 18:13:00	PAIRED	NA	NA	PANC10.05	NA	NA	NA	NA	NA	PANCREAS	SRP063493	SRS1060779	SRX1210960	SRR2313114	78819158	78819158	1	TRUE	FALSE	78587470	6951807971	NA	NA	2015-09-08T12:07:04.000	2015-09-09T01:25:39.597	2015-09-09T08:18:36.637	180	GSM1872102	SRR2313114.bw	Panc10.05 #1	cell line: Panc10.05	231028	11332165	49.051045760687
42645	SRR2313126	SRS1060768	SRX1210972	SRP063493	SRA296861	2557090	2225727	GSM1872114_r1	NA	2015-09-11	38428832	6917189760	NA	GSM1872114	NA	1944706	GSM1872114	GSM1872114: HPAF-II #1; Homo sapiens; RNA-Seq	GSE72790	NA	NA	NA	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED -	Total RNA was harvested and Poly A selected RNA libraries were prepared for sequencing using standard Illumina protocols	NA	ILLUMINA	Illumina HiSeq 2000	INSTRUMENT_MODEL: Illumina HiSeq 2000	NA	GEO Accession: GSM1872114	1662738	GSM1872114	9606	NA	NA	NA	source_name: Pancreas || biomaterial_provider: American Type Culture Collection || cell line: HPAF-II	68837	GSE72790	Cancer associated SF3B1 hotspot mutations induce cryptic 3' splice site selection through use of a different branch point	Other	Recurrent mutations in the spliceosome are observed in several human cancers but their functional and therapeutic significance remain elusive. SF3B1, the most frequently mutated component of the spliceosome in cancer, is involved in the recognition of the branch point sequence (BPS) during selection of the 3Ã¢â‚¬â„¢ splice site (ss) in RNA splicing. Here, we report that common and tumor-specific splicing aberrations are induced by SF3B1 mutations and establish aberrant 3Ã¢â‚¬â„¢ ss selection as the most frequent splicing defect. Strikingly, mutant SF3B1 utilizes a BPS that differs from that used by wild-type SF3B1 and requires the canonical 3Ã¢â‚¬â„¢ ss to enable aberrant splicing during the second step. Approximately 50% of the aberrantly spliced mRNAs are subjected to nonsense-mediated decay resulting in downregulation of gene and protein expression. These findings ascribe functional significance to the consequences of SF3B1 mutations in cancer. Overall design: 72 samples, including two sets of patient data and cell lines with two additional technical replicates each	GSE72790	NA	NA	NA	NA	NA	491545	submission brokered by GEO	GEO	NA	NA	2018-02-15 18:13:00	PAIRED	NA	NA	HPAF-II	NA	NA	NA	NA	NA	PANCREAS	SRP063493	SRS1060768	SRX1210972	SRR2313126	76857664	76857664	1	TRUE	FALSE	76738204	6809064738	NA	NA	2015-09-08T12:07:18.000	2015-09-09T01:25:59.877	2015-09-09T08:18:41.810	180	GSM1872114	SRR2313126.bw	HPAF-II #1	cell line: HPAF-II	240670	11880422	49.3639506378028
43132	SRR2313111	SRS1060782	SRX1210957	SRP063493	SRA296861	2557085	2225712	GSM1872099_r1	NA	2015-09-11	38545664	6938219520	NA	GSM1872099	NA	1944691	GSM1872099	GSM1872099: AsPC1 #1; Homo sapiens; RNA-Seq	GSE72790	NA	NA	NA	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED -	Total RNA was harvested and Poly A selected RNA libraries were prepared for sequencing using standard Illumina protocols	NA	ILLUMINA	Illumina HiSeq 2000	INSTRUMENT_MODEL: Illumina HiSeq 2000	NA	GEO Accession: GSM1872099	1662752	GSM1872099	9606	NA	NA	NA	source_name: Pancreas || biomaterial_provider: American Type Culture Collection || cell line: AsPC1	68837	GSE72790	Cancer associated SF3B1 hotspot mutations induce cryptic 3' splice site selection through use of a different branch point	Other	Recurrent mutations in the spliceosome are observed in several human cancers but their functional and therapeutic significance remain elusive. SF3B1, the most frequently mutated component of the spliceosome in cancer, is involved in the recognition of the branch point sequence (BPS) during selection of the 3Ã¢â‚¬â„¢ splice site (ss) in RNA splicing. Here, we report that common and tumor-specific splicing aberrations are induced by SF3B1 mutations and establish aberrant 3Ã¢â‚¬â„¢ ss selection as the most frequent splicing defect. Strikingly, mutant SF3B1 utilizes a BPS that differs from that used by wild-type SF3B1 and requires the canonical 3Ã¢â‚¬â„¢ ss to enable aberrant splicing during the second step. Approximately 50% of the aberrantly spliced mRNAs are subjected to nonsense-mediated decay resulting in downregulation of gene and protein expression. These findings ascribe functional significance to the consequences of SF3B1 mutations in cancer. Overall design: 72 samples, including two sets of patient data and cell lines with two additional technical replicates each	GSE72790	NA	NA	NA	NA	NA	491545	submission brokered by GEO	GEO	NA	NA	2018-02-15 18:13:00	PAIRED	NA	NA	ASPC1	NA	NA	NA	NA	NA	PANCREAS	SRP063493	SRS1060782	SRX1210957	SRR2313111	77091328	77091328	1	TRUE	FALSE	76446879	6833445157	NA	NA	2015-09-08T12:07:01.000	2015-09-09T01:26:57.390	2015-09-09T08:18:35.303	180	GSM1872099	SRR2313111.bw	AsPC1 #1	cell line: AsPC1	183585	8248526	44.9302829751886
43731	SRR2313076	SRS1060817	SRX1210922	SRP063493	SRA296861	2557107	2225677	GSM1872064_r1	NA	2015-09-11	20995544	3191322688	NA	GSM1872064	NA	1944656	GSM1872064	GSM1872064: 1116P-R; Homo sapiens; RNA-Seq	GSE72790	NA	NA	NA	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED -	Total RNA was harvested and Poly A selected RNA libraries were prepared for sequencing using standard Illumina protocols	NA	ILLUMINA	Illumina HiSeq 2000	INSTRUMENT_MODEL: Illumina HiSeq 2000	NA	GEO Accession: GSM1872064	1662787	GSM1872064	9606	NA	NA	NA	source_name: Bone Marrow || biomaterial_provider: MD Anderson Cancer Center || disease state: MDS || sf3b1 mutation: K700E	68837	GSE72790	Cancer associated SF3B1 hotspot mutations induce cryptic 3' splice site selection through use of a different branch point	Other	Recurrent mutations in the spliceosome are observed in several human cancers but their functional and therapeutic significance remain elusive. SF3B1, the most frequently mutated component of the spliceosome in cancer, is involved in the recognition of the branch point sequence (BPS) during selection of the 3Ã¢â‚¬â„¢ splice site (ss) in RNA splicing. Here, we report that common and tumor-specific splicing aberrations are induced by SF3B1 mutations and establish aberrant 3Ã¢â‚¬â„¢ ss selection as the most frequent splicing defect. Strikingly, mutant SF3B1 utilizes a BPS that differs from that used by wild-type SF3B1 and requires the canonical 3Ã¢â‚¬â„¢ ss to enable aberrant splicing during the second step. Approximately 50% of the aberrantly spliced mRNAs are subjected to nonsense-mediated decay resulting in downregulation of gene and protein expression. These findings ascribe functional significance to the consequences of SF3B1 mutations in cancer. Overall design: 72 samples, including two sets of patient data and cell lines with two additional technical replicates each	GSE72790	NA	NA	NA	NA	NA	491545	submission brokered by GEO	GEO	NA	NA	2018-02-15 18:13:00	PAIRED	NA	NA	NA	NA	NA	NA	NA	NA	BONE MARROW	SRP063493	SRS1060817	SRX1210922	SRR2313076	41991088	41991088	1	TRUE	FALSE	41761314	3166582897	NA	NA	2015-09-08T12:06:21.000	2015-09-09T01:25:06.580	2015-09-09T08:18:22.840	152	GSM1872064	SRR2313076.bw	1116P-R	c("disease state: MDS", "sf3b1 mutation: K700E")	118047	6930826	58.7124281006718
44133	SRR2313122	SRS1060772	SRX1210968	SRP063493	SRA296861	2557081	2225723	GSM1872110_r1	NA	2015-09-11	39397783	7091600940	NA	GSM1872110	NA	1944702	GSM1872110	GSM1872110: CFPAC-1 #3; Homo sapiens; RNA-Seq	GSE72790	NA	NA	NA	RNA-Seq	TRANSCRIPTOMIC	cDNA	PAIRED -	Total RNA was harvested and Poly A selected RNA libraries were prepared for sequencing using standard Illumina protocols	NA	ILLUMINA	Illumina HiSeq 2000	INSTRUMENT_MODEL: Illumina HiSeq 2000	NA	GEO Accession: GSM1872110	1662742	GSM1872110	9606	NA	NA	NA	source_name: Pancreas || biomaterial_provider: American Type Culture Collection || cell line: CFPAC-1	68837	GSE72790	Cancer associated SF3B1 hotspot mutations induce cryptic 3' splice site selection through use of a different branch point	Other	Recurrent mutations in the spliceosome are observed in several human cancers but their functional and therapeutic significance remain elusive. SF3B1, the most frequently mutated component of the spliceosome in cancer, is involved in the recognition of the branch point sequence (BPS) during selection of the 3Ã¢â‚¬â„¢ splice site (ss) in RNA splicing. Here, we report that common and tumor-specific splicing aberrations are induced by SF3B1 mutations and establish aberrant 3Ã¢â‚¬â„¢ ss selection as the most frequent splicing defect. Strikingly, mutant SF3B1 utilizes a BPS that differs from that used by wild-type SF3B1 and requires the canonical 3Ã¢â‚¬â„¢ ss to enable aberrant splicing during the second step. Approximately 50% of the aberrantly spliced mRNAs are subjected to nonsense-mediated decay resulting in downregulation of gene and protein expression. These findings ascribe functional significance to the consequences of SF3B1 mutations in cancer. Overall design: 72 samples, including two sets of patient data and cell lines with two additional technical replicates each	GSE72790	NA	NA	NA	NA	NA	491545	submission brokered by GEO	GEO	NA	NA	2018-02-15 18:13:00	PAIRED	NA	NA	CFPAC-1	NA	NA	NA	NA	NA	PANCREAS	SRP063493	SRS1060772	SRX1210968	SRR2313122	78795566	78795566	1	TRUE	FALSE	78628014	6964183566	NA	NA	2015-09-08T12:07:13.000	2015-09-09T01:25:53.377	2015-09-09T08:18:41.143	180	GSM1872110	SRR2313122.bw	CFPAC-1 #3	cell line: CFPAC-1	234597	13225416	56.3750431591197
44147	SRR1105615	SRS527308	SRX423327	SRP033115	SRA111602	1839087	1529660	529-740	NA	2014-11-20	42104812	6231512176	NA	NA	NA	1335919	SF3B1 Sample 529-740	SF3B1 Wildtype Sample 529-740	NA	NA	NA	529-740	RNA-Seq	TRANSCRIPTOMIC	other	PAIRED - NOMINAL_LENGTH: 256;	NA	READ_INDEX: 0; READ_CLASS: Application Read; READ_TYPE: Forward; BASE_COORD: 1 || READ_INDEX: 1; READ_CLASS: Application Read; READ_TYPE: Reverse; BASE_COORD: 75	ILLUMINA	Illumina HiSeq 2000	INSTRUMENT_MODEL: Illumina HiSeq 2000	NA	NA	1120485	529-740	9606	NA	NA	NA	anonymized_name: Sample_A20_0012 || body_site: Breast || sex: Female || SF3B1 K700E mutation status: Wildtype	42437	PRJNA229096	SF3B1 mutations in Breast Cancer	Transcriptome Analysis	SF3B1 mutations in Breast Cancer	Homo sapiens	NA	NA	NA	NA	NA	377895	SF3B1 mutation in breast cancer	Instutite of Cancer Research	NA	NA	2018-02-15 18:13:00	PAIRED	NA	NA	NA	NA	NA	NA	NA	F	NA	SRP033115	SRS527308	SRX423327	SRR1105615	84209624	84209624	1	TRUE	FALSE	77789736	5631254714	NA	NA	2013-11-19T06:52:07.363	2014-11-21T06:54:13.607	2014-11-21T06:54:13.607	148	NA	SRR1105615.bw	NA	NA	175863	2441408	13.8824425831471
44160	SRR1105616	SRS527314	SRX423333	SRP033115	SRA111602	1839116	1529661	538-881	NA	2014-11-20	36786868	5444456464	NA	NA	NA	1335924	SF3B1 Sample 538-881	SF3B1 wildtype Sample 538-881	NA	NA	NA	538-881	RNA-Seq	TRANSCRIPTOMIC	other	PAIRED - NOMINAL_LENGTH: 271; NOMINAL_SDEV: 0.0E0;	NA	READ_INDEX: 0; READ_CLASS: Application Read; READ_TYPE: Forward; BASE_COORD: 1 || READ_INDEX: 1; READ_CLASS: Application Read; READ_TYPE: Reverse; BASE_COORD: 75	ILLUMINA	Illumina HiSeq 2000	INSTRUMENT_MODEL: Illumina HiSeq 2000	NA	NA	1120490	538-881	9606	NA	NA	NA	anonymized_name: Sample_A20_0017 || body_site: Breast || sex: Female || SF3B1 K700E mutation status: Wildtype	42437	PRJNA229096	SF3B1 mutations in Breast Cancer	Transcriptome Analysis	SF3B1 mutations in Breast Cancer	Homo sapiens	NA	NA	NA	NA	NA	377895	SF3B1 mutation in breast cancer	Instutite of Cancer Research	NA	NA	2018-02-15 18:13:00	PAIRED	NA	NA	NA	NA	NA	NA	NA	F	NA	SRP033115	SRS527314	SRX423333	SRR1105616	73573736	73573736	1	TRUE	FALSE	63973710	4519844705	NA	NA	2013-11-19T06:52:07.647	2014-11-21T06:54:13.750	2014-11-21T06:54:13.750	148	NA	SRR1105616.bw	NA	NA	153807	1880561	12.2267582099644
